incident_id,supplier_id,warehouse_location,region,incident_type,product_category,shipment_status,severity,inventory_level,delivery_delay,transportation_cost,order_quantity,demand_forecast,resolution_time_days,timestamp,incident_description
INC00109,S004,"San Diego, CA",West,Weather Disruption,Industrial Equipment,Delayed,high,98.54,7.08,1161.27,119,118,10,2025-01-06,"Flooding at San Diego, CA warehouse facility causing 7-day shutdown and inventory relocation."
INC00166,S012,"San Jose, CA",West,Weather Disruption,Industrial Equipment,Critical Delay,critical,129.56,20.69,1194.09,10,11,41,2025-01-07,"Severe weather event impacting San Jose, CA region causing 20-day operational disruption."
INC00147,S005,"San Jose, CA",West,Weather Disruption,Medical Supplies,In-Transit,high,301.11,7.46,1602.52,185,256,9,2025-01-08,"Hurricane warning at San Jose, CA port resulting in 7-day suspension of loading operations."
INC00370,S013,"New York, NY",Northeast,Transportation Issue,Consumer Goods,Delayed,critical,363.46,24.68,1260.53,147,143,35,2025-01-10,"Truck fleet shortage affecting last-mile delivery from New York, NY, 24-day delay on Consumer Goods orders."
INC00270,S010,"Chicago, IL",Midwest,Customs Delay,Raw Materials,Delayed,critical,7.85,5.67,1533.99,242,333,10,2025-01-10,"Customs documentation error for S010 shipment causing 5-day clearance delay at Chicago, IL."
INC00361,S011,"Austin, TX",South,Port Congestion,Consumer Goods,Critical Delay,critical,254.43,14.87,413.98,144,144,34,2025-01-15,"Customs inspection backlog at Austin, TX customs facility delaying Consumer Goods clearance by 14 days."
INC00126,S019,"Austin, TX",South,Weather Disruption,Automotive Parts,Critical Delay,critical,49.94,20.57,2967.45,210,149,38,2025-01-20,"Severe weather event impacting Austin, TX region causing 20-day operational disruption."
INC00042,S010,"Dallas, TX",South,Demand Spike,Pharmaceuticals,Critical Delay,critical,119.41,4.77,2134.45,204,248,9,2025-01-23,"Seasonal demand surge for Pharmaceuticals exceeding forecast by 11.7% at Dallas, TX fulfillment center."
INC00243,S009,"San Diego, CA",West,Customs Delay,Consumer Goods,Delivered,high,111.89,1.3,906.22,275,272,2,2025-01-24,"Tariff classification dispute for S009 shipment adding 1-day delay at San Diego, CA customs."
INC00401,S015,"Los Angeles, CA",West,Transportation Issue,Pharmaceuticals,Critical Delay,critical,602.03,47.4,2216.37,173,213,59,2025-01-25,"Carrier capacity constraints impacting shipments from S015 to Los Angeles, CA — 47-day estimated delay."
INC00415,S003,"Philadelphia, PA",Northeast,Port Congestion,Industrial Equipment,Delayed,low,658.55,1.0,2812.49,96,109,2,2025-01-25,"Port congestion at Philadelphia, PA terminal causing 1-day backlog for incoming shipments."
INC00456,S016,"Houston, TX",South,Quality Issue,Raw Materials,In-Transit,critical,13.79,7.16,693.53,71,87,10,2025-01-26,Batch quality failure detected for Raw Materials from S016 — 7-day hold pending quality review.
INC00096,S012,"Philadelphia, PA",Northeast,Weather Disruption,Medical Supplies,Critical Delay,critical,210.0,25.37,1080.16,217,284,33,2025-01-26,"Hurricane warning at Philadelphia, PA port resulting in 25-day suspension of loading operations."
INC00141,S006,"New York, NY",Northeast,Transportation Issue,Raw Materials,Critical Delay,critical,151.84,5.51,1105.66,125,165,13,2025-01-31,"Route disruption due to road construction near New York, NY increasing delivery time by 5 days."
INC00358,S013,"Austin, TX",South,Quality Issue,Medical Supplies,Critical Delay,critical,61.49,0.41,1940.58,148,107,1,2025-02-01,"Product recall risk identified for Medical Supplies batch from S013 — proactive hold at Austin, TX."
INC00499,S002,"Chicago, IL",Midwest,Stockout Risk,Electronics,Delayed,medium,377.26,6.11,1268.77,233,272,12,2025-02-01,"Inventory for Electronics at Chicago, IL warehouse approaching critical threshold — current level at 377 units."
INC00023,S006,"San Antonio, TX",South,Customs Delay,Raw Materials,Delayed,medium,364.23,3.35,1488.87,66,60,4,2025-02-03,"Customs documentation error for S006 shipment causing 3-day clearance delay at San Antonio, TX."
INC00426,S019,"Houston, TX",South,Supplier Delay,Industrial Equipment,Delivered,critical,133.91,15.71,100.0,201,205,21,2025-02-05,Quality control issues at S019 facility halted production for 15 days pending inspection.
INC00417,S005,"Phoenix, AZ",Southwest,Quality Issue,Electronics,Delayed,medium,241.22,3.67,1735.45,159,141,7,2025-02-07,Batch quality failure detected for Electronics from S005 — 3-day hold pending quality review.
INC00553,S009,"Los Angeles, CA",West,Demand Spike,Industrial Equipment,Delayed,high,106.23,2.23,1700.32,314,288,3,2025-02-09,"Unexpected Industrial Equipment demand increase at Los Angeles, CA region — 288 units ordered vs 106 in stock."
INC00104,S010,"Seattle, WA",Northwest,Quality Issue,Automotive Parts,On-Time,high,135.33,5.19,351.73,275,382,11,2025-02-10,"S010 reported defect rate of 35.1% in recent Automotive Parts shipment, return and rework initiated."
INC00506,S014,"Seattle, WA",Northwest,Quality Issue,Consumer Goods,On-Time,medium,235.75,1.12,2350.21,254,309,1,2025-02-10,"Product recall risk identified for Consumer Goods batch from S014 — proactive hold at Seattle, WA."
INC00475,S003,"Houston, TX",South,Stockout Risk,Pharmaceuticals,On-Time,high,142.3,3.7,546.92,263,315,4,2025-02-10,"Demand surge exceeding supply at Houston, TX — Pharmaceuticals inventory at 142 units vs 315 forecasted demand."
INC00202,S003,"Austin, TX",South,Transportation Issue,Electronics,On-Time,critical,33.26,1.39,2941.22,198,235,1,2025-02-10,"Route disruption due to road construction near Austin, TX increasing delivery time by 1 days."
INC00251,S015,"Philadelphia, PA",Northeast,Weather Disruption,Medical Supplies,Critical Delay,critical,7.18,4.96,2078.33,376,324,7,2025-02-11,"Hurricane warning at Philadelphia, PA port resulting in 4-day suspension of loading operations."
INC00186,S016,"Phoenix, AZ",Southwest,Supplier Delay,Automotive Parts,In-Transit,high,125.51,5.01,1605.33,232,173,8,2025-02-14,"S016 labor dispute affecting production capacity, estimated 5-day delay on outstanding orders."
INC00449,S014,"Los Angeles, CA",West,Port Congestion,Industrial Equipment,On-Time,high,970.4,9.0,541.13,236,237,21,2025-02-14,"Port congestion at Los Angeles, CA terminal causing 9-day backlog for incoming shipments."
INC00504,S004,"Austin, TX",South,Quality Issue,Raw Materials,Delayed,critical,19.37,3.07,1909.23,318,372,4,2025-02-15,Batch quality failure detected for Raw Materials from S004 — 3-day hold pending quality review.
INC00261,S006,"Seattle, WA",Northwest,Transportation Issue,Medical Supplies,Delayed,critical,28.0,7.04,1580.12,187,233,10,2025-02-18,"Fuel price spike increasing transportation costs by 38.5% for Seattle, WA region shipments."
INC00413,S002,"Chicago, IL",Midwest,Demand Spike,Automotive Parts,Delayed,high,102.3,11.83,1341.29,39,33,21,2025-02-18,"Flash sale event triggering 19.3% above-forecast demand for Automotive Parts — inventory risk at Chicago, IL."
INC00435,S019,"Chicago, IL",Midwest,Stockout Risk,Electronics,On-Time,critical,1.77,0.67,1357.38,215,190,1,2025-02-19,"Chicago, IL distribution center reporting Electronics stock depletion risk within 0 days at current consumption rate."
INC00532,S020,"San Diego, CA",West,Quality Issue,Medical Supplies,Critical Delay,critical,488.19,11.6,1334.58,275,296,17,2025-02-22,"S020 reported defect rate of 10.7% in recent Medical Supplies shipment, return and rework initiated."
INC00391,S010,"Dallas, TX",South,Quality Issue,Automotive Parts,On-Time,medium,233.88,2.01,2539.51,378,466,4,2025-02-23,"S010 reported defect rate of 33.8% in recent Automotive Parts shipment, return and rework initiated."
INC00035,S004,"Philadelphia, PA",Northeast,Weather Disruption,Medical Supplies,On-Time,medium,567.59,3.08,979.42,211,202,6,2025-02-26,"Hurricane warning at Philadelphia, PA port resulting in 3-day suspension of loading operations."
INC00329,S003,"Philadelphia, PA",Northeast,Demand Spike,Automotive Parts,On-Time,high,73.27,1.5,1210.35,123,151,3,2025-02-27,"B2B bulk order from key account straining Automotive Parts availability across Philadelphia, PA distribution network."
INC00529,S011,"Los Angeles, CA",West,Port Congestion,Medical Supplies,In-Transit,critical,87.62,17.23,1668.38,340,436,40,2025-02-27,"Port congestion at Los Angeles, CA terminal causing 17-day backlog for incoming shipments."
INC00108,S008,"Dallas, TX",South,Stockout Risk,Pharmaceuticals,Critical Delay,critical,84.77,0.94,1816.99,216,235,2,2025-02-28,"Demand surge exceeding supply at Dallas, TX — Pharmaceuticals inventory at 84 units vs 235 forecasted demand."
INC00102,S002,"Phoenix, AZ",Southwest,Customs Delay,Electronics,Critical Delay,critical,663.62,1.0,2133.2,252,264,1,2025-03-01,"Customs documentation error for S002 shipment causing 1-day clearance delay at Phoenix, AZ."
INC00338,S004,"Los Angeles, CA",West,Quality Issue,Pharmaceuticals,Delayed,medium,488.29,3.52,1452.22,236,327,7,2025-03-04,Batch quality failure detected for Pharmaceuticals from S004 — 3-day hold pending quality review.
INC00193,S017,"Austin, TX",South,Weather Disruption,Medical Supplies,On-Time,medium,152.05,2.61,1472.65,219,290,4,2025-03-04,"Severe weather event impacting Austin, TX region causing 2-day operational disruption."
INC00183,S015,"Los Angeles, CA",West,Demand Spike,Raw Materials,Delayed,critical,33.83,20.44,1517.25,302,212,47,2025-03-04,"Flash sale event triggering 38.1% above-forecast demand for Raw Materials — inventory risk at Los Angeles, CA."
INC00052,S019,"Seattle, WA",Northwest,Supplier Delay,Pharmaceuticals,Delivered,medium,401.71,4.04,703.9,347,303,9,2025-03-05,"S019 labor dispute affecting production capacity, estimated 4-day delay on outstanding orders."
INC00582,S003,"Chicago, IL",Midwest,Weather Disruption,Raw Materials,Critical Delay,critical,119.35,30.25,1205.06,227,190,54,2025-03-10,"Flooding at Chicago, IL warehouse facility causing 30-day shutdown and inventory relocation."
INC00526,S005,"Philadelphia, PA",Northeast,Weather Disruption,Medical Supplies,Delayed,critical,36.78,11.78,1298.56,136,108,22,2025-03-12,"Hurricane warning at Philadelphia, PA port resulting in 11-day suspension of loading operations."
INC00286,S005,"San Antonio, TX",South,Customs Delay,Consumer Goods,On-Time,low,324.85,1.0,2211.42,257,227,1,2025-03-15,"Customs documentation error for S005 shipment causing 1-day clearance delay at San Antonio, TX."
INC00365,S009,"Houston, TX",South,Stockout Risk,Medical Supplies,In-Transit,critical,4.67,0.37,1054.52,94,96,1,2025-03-15,"Inventory for Medical Supplies at Houston, TX warehouse approaching critical threshold — current level at 4 units."
INC00019,S016,"Houston, TX",South,Stockout Risk,Raw Materials,Delayed,critical,20.65,2.11,2049.24,226,285,2,2025-03-17,"Demand surge exceeding supply at Houston, TX — Raw Materials inventory at 20 units vs 285 forecasted demand."
INC00094,S016,"Dallas, TX",South,Supplier Delay,Automotive Parts,Critical Delay,critical,192.71,13.22,1231.99,161,117,28,2025-03-20,"S016 labor dispute affecting production capacity, estimated 13-day delay on outstanding orders."
INC00248,S019,"Dallas, TX",South,Stockout Risk,Pharmaceuticals,Delayed,critical,32.13,27.63,753.68,144,179,35,2025-03-21,"Safety stock breach detected at Dallas, TX for Pharmaceuticals category; replenishment order placed with S019."
INC00579,S004,"Phoenix, AZ",Southwest,Supplier Delay,Consumer Goods,Delayed,low,594.59,1.88,2234.31,210,292,3,2025-03-21,"S004 labor dispute affecting production capacity, estimated 1-day delay on outstanding orders."
INC00533,S001,"Phoenix, AZ",Southwest,Weather Disruption,Consumer Goods,Delivered,critical,1033.22,16.29,1135.98,216,207,39,2025-03-25,"Hurricane warning at Phoenix, AZ port resulting in 16-day suspension of loading operations."
INC00219,S001,"Houston, TX",South,Transportation Issue,Automotive Parts,On-Time,high,89.58,12.83,2164.63,143,113,16,2025-03-25,"Truck fleet shortage affecting last-mile delivery from Houston, TX, 12-day delay on Automotive Parts orders."
INC00083,S004,"San Antonio, TX",South,Supplier Delay,Raw Materials,Delayed,critical,502.84,40.86,1503.15,203,251,75,2025-03-28,"S004 labor dispute affecting production capacity, estimated 40-day delay on outstanding orders."
INC00073,S003,"Houston, TX",South,Port Congestion,Pharmaceuticals,In-Transit,high,140.94,1.0,1294.08,236,324,1,2025-03-29,"Vessel berthing delays at Houston, TX port increasing transit times by 1 days."
INC00473,S003,"Chicago, IL",Midwest,Quality Issue,Consumer Goods,Critical Delay,critical,421.03,2.5,2543.34,278,209,4,2025-03-31,"Product recall risk identified for Consumer Goods batch from S003 — proactive hold at Chicago, IL."
INC00215,S002,"Phoenix, AZ",Southwest,Weather Disruption,Medical Supplies,In-Transit,low,730.37,1.41,2385.92,310,376,3,2025-04-04,"Flooding at Phoenix, AZ warehouse facility causing 1-day shutdown and inventory relocation."
INC00271,S018,"New York, NY",Northeast,Customs Delay,Consumer Goods,On-Time,high,112.11,2.43,936.4,188,215,6,2025-04-05,Trade compliance review triggered for Consumer Goods shipment from S018 — 2-day estimated hold.
INC00465,S020,"Philadelphia, PA",Northeast,Quality Issue,Medical Supplies,Delayed,critical,21.45,14.13,100.0,215,272,24,2025-04-06,"Product recall risk identified for Medical Supplies batch from S020 — proactive hold at Philadelphia, PA."
INC00364,S015,"Chicago, IL",Midwest,Quality Issue,Medical Supplies,Critical Delay,critical,316.86,15.03,2387.45,248,261,19,2025-04-07,"S015 reported defect rate of 16.0% in recent Medical Supplies shipment, return and rework initiated."
INC00569,S020,"Phoenix, AZ",Southwest,Quality Issue,Pharmaceuticals,Delivered,low,1767.53,0.37,1651.9,265,366,1,2025-04-09,"Product recall risk identified for Pharmaceuticals batch from S020 — proactive hold at Phoenix, AZ."
INC00437,S014,"San Jose, CA",West,Stockout Risk,Medical Supplies,Delayed,critical,2.39,1.78,1598.86,204,263,2,2025-04-09,"San Jose, CA distribution center reporting Medical Supplies stock depletion risk within 1 days at current consumption rate."
INC00203,S016,"Chicago, IL",Midwest,Demand Spike,Electronics,Delayed,critical,43.17,0.12,1625.03,36,27,1,2025-04-10,"Unexpected Electronics demand increase at Chicago, IL region — 27 units ordered vs 43 in stock."
INC00542,S015,"Phoenix, AZ",Southwest,Stockout Risk,Automotive Parts,Delivered,high,55.31,1.13,846.22,137,116,1,2025-04-14,"Inventory for Automotive Parts at Phoenix, AZ warehouse approaching critical threshold — current level at 55 units."
INC00279,S010,"Philadelphia, PA",Northeast,Stockout Risk,Raw Materials,In-Transit,high,133.7,3.03,784.16,196,181,6,2025-04-15,"Inventory for Raw Materials at Philadelphia, PA warehouse approaching critical threshold — current level at 133 units."
INC00133,S013,"Seattle, WA",Northwest,Weather Disruption,Industrial Equipment,On-Time,critical,260.67,57.68,1338.67,111,84,140,2025-04-16,"Winter storm affecting ground transportation near Seattle, WA, 57-day delivery delay expected."
INC00488,S013,"New York, NY",Northeast,Port Congestion,Consumer Goods,Delivered,critical,21.24,4.04,1178.52,63,74,5,2025-04-16,"Vessel berthing delays at New York, NY port increasing transit times by 4 days."
INC00567,S015,"San Jose, CA",West,Quality Issue,Industrial Equipment,Delayed,high,280.07,10.64,1699.17,263,222,23,2025-04-21,Batch quality failure detected for Industrial Equipment from S015 — 10-day hold pending quality review.
INC00300,S017,"Austin, TX",South,Supplier Delay,Medical Supplies,Critical Delay,critical,84.98,15.56,2272.79,166,139,20,2025-04-21,S017 reported production line shutdown due to equipment failure causing 15-day delivery delay.
INC00586,S003,"Austin, TX",South,Demand Spike,Electronics,Delayed,critical,45.79,4.23,1289.99,120,151,7,2025-04-25,"Unexpected Electronics demand increase at Austin, TX region — 151 units ordered vs 45 in stock."
INC00464,S007,"San Antonio, TX",South,Port Congestion,Food & Beverage,In-Transit,medium,268.31,1.0,2032.13,166,140,1,2025-04-27,"Vessel berthing delays at San Antonio, TX port increasing transit times by 1 days."
INC00086,S015,"Los Angeles, CA",West,Stockout Risk,Raw Materials,On-Time,high,80.28,3.67,1568.92,324,420,6,2025-04-28,"Safety stock breach detected at Los Angeles, CA for Raw Materials category; replenishment order placed with S015."
INC00214,S007,"San Jose, CA",West,Port Congestion,Electronics,In-Transit,high,200.05,8.97,1396.42,270,241,11,2025-04-28,"Port congestion at San Jose, CA terminal causing 8-day backlog for incoming shipments."
INC00593,S004,"New York, NY",Northeast,Stockout Risk,Raw Materials,Delayed,critical,3.09,7.34,2203.0,170,139,15,2025-04-30,"New York, NY distribution center reporting Raw Materials stock depletion risk within 7 days at current consumption rate."
INC00045,S020,"Philadelphia, PA",Northeast,Port Congestion,Consumer Goods,Delayed,high,476.59,8.63,808.46,79,60,10,2025-05-01,"Vessel berthing delays at Philadelphia, PA port increasing transit times by 8 days."
INC00384,S017,"Seattle, WA",Northwest,Transportation Issue,Food & Beverage,Critical Delay,critical,127.34,0.84,1529.75,187,214,1,2025-05-08,"Truck fleet shortage affecting last-mile delivery from Seattle, WA, 0-day delay on Food & Beverage orders."
INC00103,S006,"Houston, TX",South,Stockout Risk,Food & Beverage,Delivered,critical,33.38,4.42,1235.7,326,257,10,2025-05-08,"Houston, TX distribution center reporting Food & Beverage stock depletion risk within 4 days at current consumption rate."
INC00584,S017,"Phoenix, AZ",Southwest,Weather Disruption,Food & Beverage,On-Time,medium,241.33,2.05,964.6,232,255,2,2025-05-08,"Flooding at Phoenix, AZ warehouse facility causing 2-day shutdown and inventory relocation."
INC00445,S014,"San Jose, CA",West,Quality Issue,Industrial Equipment,Delayed,medium,950.56,3.77,1502.28,69,81,8,2025-05-09,"S014 reported defect rate of 19.5% in recent Industrial Equipment shipment, return and rework initiated."
INC00088,S014,"Philadelphia, PA",Northeast,Demand Spike,Electronics,Delayed,critical,43.17,14.61,1239.81,172,122,26,2025-05-10,"B2B bulk order from key account straining Electronics availability across Philadelphia, PA distribution network."
INC00231,S011,"Phoenix, AZ",Southwest,Customs Delay,Raw Materials,Critical Delay,critical,150.2,1.0,1681.58,139,194,2,2025-05-15,New import regulations requiring additional certification for Raw Materials category — 1-day processing time.
INC00350,S007,"Phoenix, AZ",Southwest,Quality Issue,Raw Materials,Critical Delay,critical,713.18,5.55,920.21,212,214,8,2025-05-15,Batch quality failure detected for Raw Materials from S007 — 5-day hold pending quality review.
INC00170,S013,"Dallas, TX",South,Port Congestion,Industrial Equipment,In-Transit,high,73.87,6.3,2090.59,182,247,9,2025-05-17,"Vessel berthing delays at Dallas, TX port increasing transit times by 6 days."
INC00321,S012,"San Jose, CA",West,Supplier Delay,Food & Beverage,Delayed,low,690.28,0.11,1648.25,206,224,1,2025-05-19,Supplier S012 experiencing raw material shortage resulting in 0-day shipment delay for Food & Beverage components.
INC00591,S008,"San Diego, CA",West,Stockout Risk,Electronics,On-Time,high,62.79,1.16,1675.32,185,190,2,2025-05-22,"San Diego, CA distribution center reporting Electronics stock depletion risk within 1 days at current consumption rate."
INC00387,S018,"Austin, TX",South,Weather Disruption,Pharmaceuticals,On-Time,medium,199.42,1.0,1827.77,200,193,1,2025-05-25,"Flooding at Austin, TX warehouse facility causing 1-day shutdown and inventory relocation."
INC00288,S010,"Houston, TX",South,Transportation Issue,Pharmaceuticals,On-Time,high,144.35,2.76,1668.71,125,155,3,2025-05-26,"Route disruption due to road construction near Houston, TX increasing delivery time by 2 days."
INC00078,S002,"Chicago, IL",Midwest,Demand Spike,Industrial Equipment,Critical Delay,critical,115.43,18.32,352.38,228,289,44,2025-05-27,"Flash sale event triggering 29.5% above-forecast demand for Industrial Equipment — inventory risk at Chicago, IL."
INC00531,S020,"Phoenix, AZ",Southwest,Transportation Issue,Consumer Goods,On-Time,critical,579.25,25.7,1019.98,194,188,46,2025-05-29,"Truck fleet shortage affecting last-mile delivery from Phoenix, AZ, 25-day delay on Consumer Goods orders."
INC00454,S020,"Houston, TX",South,Customs Delay,Pharmaceuticals,Delayed,medium,565.25,6.56,1407.7,130,93,12,2025-05-30,"Tariff classification dispute for S020 shipment adding 6-day delay at Houston, TX customs."
INC00367,S017,"Houston, TX",South,Supplier Delay,Electronics,On-Time,high,69.58,3.63,1314.47,139,175,4,2025-05-30,"S017 labor dispute affecting production capacity, estimated 3-day delay on outstanding orders."
INC00438,S020,"San Jose, CA",West,Port Congestion,Consumer Goods,On-Time,medium,686.49,3.61,1366.08,319,312,8,2025-05-31,"Port congestion at San Jose, CA terminal causing 3-day backlog for incoming shipments."
INC00385,S012,"Austin, TX",South,Weather Disruption,Medical Supplies,Critical Delay,critical,124.93,9.31,489.94,135,158,22,2025-06-01,"Severe weather event impacting Austin, TX region causing 9-day operational disruption."
INC00359,S002,"San Jose, CA",West,Transportation Issue,Food & Beverage,Delayed,critical,262.26,26.95,1542.03,292,217,55,2025-06-03,"Fuel price spike increasing transportation costs by 36.7% for San Jose, CA region shipments."
INC00394,S019,"Dallas, TX",South,Stockout Risk,Raw Materials,Critical Delay,critical,212.29,11.81,100.0,177,247,21,2025-06-04,"Demand surge exceeding supply at Dallas, TX — Raw Materials inventory at 212 units vs 247 forecasted demand."
INC00577,S010,"San Jose, CA",West,Demand Spike,Pharmaceuticals,Delivered,critical,5.87,0.43,368.54,168,214,1,2025-06-06,"Unexpected Pharmaceuticals demand increase at San Jose, CA region — 214 units ordered vs 5 in stock."
INC00461,S001,"Dallas, TX",South,Supplier Delay,Raw Materials,Delayed,medium,901.49,4.36,2685.86,74,78,10,2025-06-07,"S001 labor dispute affecting production capacity, estimated 4-day delay on outstanding orders."
INC00291,S017,"San Antonio, TX",South,Weather Disruption,Pharmaceuticals,Critical Delay,critical,41.12,9.49,873.11,42,42,15,2025-06-07,"Hurricane warning at San Antonio, TX port resulting in 9-day suspension of loading operations."
INC00418,S018,"Dallas, TX",South,Port Congestion,Industrial Equipment,Critical Delay,critical,205.97,13.81,1701.14,124,91,32,2025-06-08,"Customs inspection backlog at Dallas, TX customs facility delaying Industrial Equipment clearance by 13 days."
INC00128,S020,"New York, NY",Northeast,Port Congestion,Industrial Equipment,Critical Delay,critical,49.65,27.24,695.13,350,425,40,2025-06-08,"Labor strike at New York, NY port operations causing significant 27-day shipping delays."
INC00212,S017,"San Diego, CA",West,Port Congestion,Consumer Goods,Delayed,medium,186.32,4.25,2059.73,269,268,7,2025-06-09,"Labor strike at San Diego, CA port operations causing significant 4-day shipping delays."
INC00403,S012,"San Jose, CA",West,Transportation Issue,Consumer Goods,Delayed,critical,173.49,22.53,1418.85,280,296,32,2025-06-10,"Truck fleet shortage affecting last-mile delivery from San Jose, CA, 22-day delay on Consumer Goods orders."
INC00169,S005,"Dallas, TX",South,Quality Issue,Pharmaceuticals,Delayed,critical,5.41,22.0,339.79,103,121,31,2025-06-14,Batch quality failure detected for Pharmaceuticals from S005 — 21-day hold pending quality review.
INC00157,S005,"Phoenix, AZ",Southwest,Weather Disruption,Electronics,Delayed,critical,267.65,20.63,708.39,181,195,42,2025-06-20,"Flooding at Phoenix, AZ warehouse facility causing 20-day shutdown and inventory relocation."
INC00368,S019,"Phoenix, AZ",Southwest,Stockout Risk,Automotive Parts,On-Time,critical,9.11,3.59,1726.41,185,180,6,2025-06-20,"Safety stock breach detected at Phoenix, AZ for Automotive Parts category; replenishment order placed with S019."
INC00091,S005,"San Diego, CA",West,Supplier Delay,Medical Supplies,Critical Delay,critical,47.72,13.06,477.97,195,199,23,2025-06-22,S005 reported production line shutdown due to equipment failure causing 13-day delivery delay.
INC00273,S012,"Seattle, WA",Northwest,Weather Disruption,Medical Supplies,In-Transit,critical,17.86,1.0,1131.96,175,207,1,2025-06-29,"Hurricane warning at Seattle, WA port resulting in 1-day suspension of loading operations."
INC00195,S005,"Dallas, TX",South,Transportation Issue,Food & Beverage,Critical Delay,critical,192.29,17.24,1661.8,181,225,24,2025-06-29,"Fuel price spike increasing transportation costs by 16.0% for Dallas, TX region shipments."
INC00398,S006,"Dallas, TX",South,Quality Issue,Automotive Parts,Critical Delay,critical,628.89,14.42,1425.23,106,146,34,2025-06-30,Material specification deviation in S006 Automotive Parts delivery requiring re-inspection and approval.
INC00069,S019,"Dallas, TX",South,Demand Spike,Automotive Parts,On-Time,medium,294.22,0.42,631.15,87,110,1,2025-06-30,"Flash sale event triggering 11.3% above-forecast demand for Automotive Parts — inventory risk at Dallas, TX."
INC00234,S016,"Austin, TX",South,Customs Delay,Electronics,Critical Delay,critical,431.01,7.86,2273.85,179,140,16,2025-07-02,"Customs documentation error for S016 shipment causing 7-day clearance delay at Austin, TX."
INC00444,S013,"Austin, TX",South,Transportation Issue,Food & Beverage,On-Time,low,369.01,0.32,998.91,367,291,1,2025-07-02,"Fuel price spike increasing transportation costs by 27.8% for Austin, TX region shipments."
INC00535,S011,"San Antonio, TX",South,Supplier Delay,Automotive Parts,In-Transit,high,129.48,2.33,1387.94,150,153,3,2025-07-04,S011 reported production line shutdown due to equipment failure causing 2-day delivery delay.
INC00269,S015,"San Diego, CA",West,Stockout Risk,Automotive Parts,In-Transit,critical,7.06,3.49,860.93,175,167,5,2025-07-04,"San Diego, CA distribution center reporting Automotive Parts stock depletion risk within 3 days at current consumption rate."
INC00424,S016,"Dallas, TX",South,Port Congestion,Medical Supplies,Delayed,critical,54.8,30.11,1614.9,205,252,41,2025-07-05,"Customs inspection backlog at Dallas, TX customs facility delaying Medical Supplies clearance by 30 days."
INC00470,S009,"Philadelphia, PA",Northeast,Supplier Delay,Pharmaceuticals,In-Transit,critical,392.07,40.88,1907.62,108,131,83,2025-07-05,Supplier S009 experiencing raw material shortage resulting in 40-day shipment delay for Pharmaceuticals components.
INC00497,S017,"San Antonio, TX",South,Stockout Risk,Electronics,Delayed,high,120.78,4.55,1371.05,222,246,5,2025-07-05,"San Antonio, TX distribution center reporting Electronics stock depletion risk within 4 days at current consumption rate."
INC00013,S009,"Dallas, TX",South,Stockout Risk,Automotive Parts,Delayed,high,97.63,6.53,996.47,175,228,14,2025-07-06,"Dallas, TX distribution center reporting Automotive Parts stock depletion risk within 6 days at current consumption rate."
INC00197,S010,"Seattle, WA",Northwest,Transportation Issue,Raw Materials,Delayed,critical,9.92,12.68,2249.52,239,247,24,2025-07-10,"Carrier capacity constraints impacting shipments from S010 to Seattle, WA — 12-day estimated delay."
INC00161,S010,"Houston, TX",South,Supplier Delay,Consumer Goods,Delayed,high,192.86,9.9,1220.73,270,345,24,2025-07-10,"S010 labor dispute affecting production capacity, estimated 9-day delay on outstanding orders."
INC00154,S005,"Seattle, WA",Northwest,Customs Delay,Raw Materials,Delivered,high,91.25,4.07,1496.8,147,164,9,2025-07-15,"Customs documentation error for S005 shipment causing 4-day clearance delay at Seattle, WA."
INC00015,S003,"Los Angeles, CA",West,Customs Delay,Automotive Parts,Critical Delay,critical,304.47,14.3,877.3,193,231,26,2025-07-16,Trade compliance review triggered for Automotive Parts shipment from S003 — 14-day estimated hold.
INC00230,S019,"San Jose, CA",West,Weather Disruption,Industrial Equipment,Delayed,high,609.55,10.76,2163.32,294,250,16,2025-07-17,"Flooding at San Jose, CA warehouse facility causing 10-day shutdown and inventory relocation."
INC00175,S019,"Los Angeles, CA",West,Stockout Risk,Food & Beverage,Delayed,medium,219.6,0.48,1282.48,246,194,1,2025-07-18,"Safety stock breach detected at Los Angeles, CA for Food & Beverage category; replenishment order placed with S019."
INC00298,S001,"Houston, TX",South,Supplier Delay,Raw Materials,Delivered,medium,213.0,1.77,2586.83,249,326,4,2025-07-20,Supplier S001 experiencing raw material shortage resulting in 1-day shipment delay for Raw Materials components.
INC00229,S016,"Philadelphia, PA",Northeast,Transportation Issue,Food & Beverage,On-Time,critical,546.26,14.47,1481.47,360,407,17,2025-07-20,"Route disruption due to road construction near Philadelphia, PA increasing delivery time by 14 days."
INC00123,S020,"Phoenix, AZ",Southwest,Quality Issue,Automotive Parts,On-Time,low,516.54,0.59,2272.18,164,132,1,2025-07-23,Material specification deviation in S020 Automotive Parts delivery requiring re-inspection and approval.
INC00221,S019,"San Jose, CA",West,Quality Issue,Consumer Goods,On-Time,low,529.62,2.82,1889.35,88,105,4,2025-07-24,"S019 reported defect rate of 19.5% in recent Consumer Goods shipment, return and rework initiated."
INC00493,S002,"New York, NY",Northeast,Quality Issue,Medical Supplies,In-Transit,high,92.07,1.15,451.53,189,170,1,2025-07-25,"S002 reported defect rate of 22.1% in recent Medical Supplies shipment, return and rework initiated."
